name,region
kafka:gcp_us_prod_clearing_house_fee_details_topic,us
kafka:gcp_us_prod_clearing_house_send_fee_msg_to_settlement_event_topic,us
kafka:gcp_us_prod_clearing_house_settlement_request_event_topic,us
kafka:gcp_us_prod_clearing_transaction_event_topic,us
kafka:gcp_us_prod_fraud_auth_result_event_topic,unknown
kafka:gcp_us_prod_fraud_case_creation_event_topic,unknown
kafka:gcp_us_prod_fraud_case_update_event_topic,unknown
kafka:gcp_us_prod_fraud_provider_response_creation_event_topic,unknown
kafka:gcp_us_prod_internal_payment_update_fusion_event_topic,us
kafka:gcp_us_prod_midas_record_topic_to_sg,us
kafka:gcp_us_prod_order_ledger_event,us
kafka:gcp_us_prod_pa.post_fraud_transaction_events,unknown
kafka:gcp_us_prod_pa.pre_fraud_transaction_events,us
kafka:gcp_us_prod_pa.risk.post_fraud_transaction_events,unknown
